Lineage	Most common countries	Earliest date	# designated	# assigned	Description	WHO Name
B.1.585	United States of America 100.0%	2020-10-13	11	33	USA lineage	-
B.1.586	United States of America 98.0%, Germany 1.0%, Sweden 1.0%	2020-03-12	81	88	USA lineage (previously part of B.1.320 that jumped to a new part of the tree)	-
B.1.587	United States of America 91.0%, Canada 9.0%	2020-04-23	135	584	USA (OR) lineage	-
B.1.588	United States of America 89.0%, Puerto_Rico 10.0%, Ireland 0.0%, Canada 0.0%, Aruba 0.0%	2020-08-02	246	1085	USA (NY/PR) lineage	-
B.1.588.1	Romania 100.0%	2020-11-28	24	26	Romanian lineage	-
B.1.589	United States of America 99.0%, Norway 1.0%, Canada 1.0%	2020-03-15	86	134	USA lineage	-
B.1.590	United States of America 99.0%, Guatemala 0.0%, Canada 0.0%, Morocco 0.0%	2020-03-15	108	212	USA lineage	-
B.1.591	United States of America 100.0%	2020-08-18	61	99	USA lineage	-
B.1.592	Canada 100.0%	2020-03-30	24	24	Canadian lineage	-
B.1.593	United States of America 97.0%, Kenya 2.0%, Canada 1.0%	2020-08-27	86	91	USA lineage	-
B.1.594	United States of America 86.0%, Germany 6.0%, Sweden 3.0%, South_Africa 3.0%, Italy 3.0%	2020-03-04	28	35	USA lineage	-
B.1.595	United States of America 98.0%, Canada 0.0%, Spain 0.0%, India 0.0%, Singapore 0.0%	2020-03-09	1603	3888	USA (was B.1.2)	-
B.1.595.1	United States of America 97.0%, Poland 1.0%, Hong_Kong 1.0%, Puerto_Rico 1.0%	2020-05-16	122	159	USA (FL into Lousiana)	-
B.1.595.2	United States of America 100.0%	2020-06-14	19	26	USA (AZ)	-
B.1.595.3	United States of America 100.0%	2020-06-27	27	37	USA (up the east coast)	-
B.1.595.4	United States of America 100.0%	2020-04-20	132	155	USA (MN)	-
B.1.596	United States of America 98.0%, Kenya 1.0%, Canada 0.0%, Spain 0.0%, Mexico 0.0%	2020-04-11	443	3052	USA lineage	-
B.1.596.1	Kenya 57.0%, Sweden 24.0%, United States of America 10.0%, Australia 4.0%, Fiji 2.0%	2020-08-22	8	51	Kenyan lineage	-
B.1.597	France 41.0%, Spain 29.0%, Tunisia 6.0%, Niger 5.0%, Canada 5.0%	2020-03-24	36	127	France, Algeria (previously part of B.1.367 that jumped to a new part of the tree)	-
B.1.598	Canada 98.0%, United States of America 2.0%	2020-03-30	37	63	Canada (from NY)	-
B.1.599	United States of America 96.0%, Canada 2.0%, Mexico 2.0%	2020-05-20	48	255	USA, Canada (previously part of B.1.311 that jumped to a new part of the tree)	-
B.1.600	Spain 46.0%, Bolivia 34.0%, United States of America 8.0%, Chile 4.0%, Argentina 3.0%	2020-04-07	78	159	Bolivia/ Spain lineage	-
B.1.601	United States of America 91.0%, Costa_Rica 6.0%, Spain 3.0%	2020-10-28	11	34	USA lineage	-
B.1.602	United States of America 100.0%	2020-07-07	47	161	USA lineage	-
B.1.603	United States of America 98.0%, Cambodia 1.0%, Puerto_Rico 1.0%	2020-11-10	19	87	USA lineage	-
B.1.604	United States of America 98.0%, Germany 2.0%	2020-07-28	7	51	USA lineage	-
B.1.605	United States of America 97.0%, Colombia 1.0%, Kenya 1.0%, Northern_Mariana_Islands 1.0%	2020-05-12	33	151	USA lineage	-
B.1.606	United States of America 98.0%, Canada 1.0%, Kenya 1.0%, Egypt 1.0%	2020-05-21	101	161	USA lineage (previously part of B.1.325 that jumped to a new part of the tree)	-
B.1.607	United Kingdom 89.0%, United States of America 11.0%	2020-03-29	18	19	England (previously part of B.1.369 that jumped to a new part of the tree - could also be withdrawn).	-
B.1.609	United States of America 75.0%, Mexico 19.0%, Canada 2.0%, India 1.0%, Spain 0.0%	2020-03-10	383	1711	USA/ Mexico lineage	-
B.1.610	United Kingdom 100.0%	2020-06-11	180	271	UK lineage, previously part of B.1.235	-
B.1.611	Canada 97.0%, France 3.0%	2020-06-09	23	29	Canada lineage	-
B.1.612	United States of America 98.0%, South_Korea 1.0%, Japan 0.0%, Mauritius 0.0%, Puerto_Rico 0.0%	2020-03-11	189	373	USA lineage, split out from B.1.361	-
B.1.613	Denmark 100.0%	2020-04-06	37	37	Danish lineage (amalgam of Danish sequences from B.1.358, B.1.288, B.1.262), split out from B.1.428	-
B.1.614	Sweden 89.0%, United States of America 11.0%	2020-06-15	8	9	Sweden	-
B.1.615	Canada 100.0%	2020-07-26	22	31	Canada	-
B.1.616	France 100.0%	2021-01-29	8	36	France lineage, pango-designation issue #31	-
B.1.617	United States of America 67.0%, India 33.0%	2021-02-25	1	6	Predominantly India lineage with several spike mutations, pango-designation issue #38	-
B.1.617.1	India 72.0%, United Kingdom 6.0%, Canada 6.0%, United States of America 5.0%, Ireland 3.0%	2020-03-03	442	6937	Predominantly India lineage with 484Q, pango-designation issue #49	-
B.1.617.2	United States of America 26.0%, India 18.0%, United Kingdom 15.0%, Germany 5.0%, Turkey 4.0%	2021-03-01	8274	140995	Predominantly India lineage with several spike mutations, pango-designation issue #49	-
AY.1	United States of America 72.0%, Philippines 7.0%, India 4.0%, Japan 2.0%, United Kingdom 2.0%	2021-03-31	243	2957	Alias of B.1.617.2.1, in several European countries, from pango-designation issue #95	-
AY.2	United States of America 99.0%, Mexico 0.0%, Canada 0.0%, Puerto_Rico 0.0%, Spain 0.0%	2021-03-31	201	3162	Alias of B.1.617.2.2, in USA with K417N, from pango-designation issue #107	-
AY.3	United States of America 96.0%, United Kingdom 1.0%, Mexico 1.0%, Puerto_Rico 1.0%, Canada 0.0%	2020-08-01	845	145207	Alias of B.1.617.2.3, USA lineage, from pango-designation issue #121	-
AY.3.1	United States of America 99.0%, Canada 0.0%, Puerto_Rico 0.0%, Japan 0.0%, Colombia 0.0%	2020-11-20	195	14166	Alias of B.1.617.2.3.1, USA lineage, from pango-designation issue #147	-
AY.3.2	United States of America 64.0%, Peru 28.0%, Mexico 6.0%, Canada 1.0%, United Kingdom 0.0%	2021-07-23	68	464	Alias of B.1.617.2.3.2, Peru lineage, from pango-designation issue #312	-
AY.3.3	United States of America 98.0%, Germany 0.0%, United Kingdom 0.0%, Canada 0.0%, Costa_Rica 0.0%	2021-05-01	109	1319	Alias of B.1.617.2.3.3, USA lineage, from pango-designation issue #365	-
AY.3.4	Bahrain 60.0%, United States of America 40.0%	2021-08-05	186	5	Alias of B.1.617.2.3.4, Bahrain lineage	-
AY.4	United Kingdom 84.0%, Denmark 3.0%, Germany 2.0%, Ireland 2.0%, United States of America 1.0%	2020-08-03	34453	820166	Alias of B.1.617.2.4, UK lineage, from pango-designation issue #180	-
AY.4.1	United Kingdom 87.0%, Ireland 11.0%, France 1.0%, Finland 1.0%, Australia 0.0%	2021-06-21	112	1142	Alias of B.1.617.2.4.1, UK lineage, from pango-designation issue #214	-
AY.4.2	United Kingdom 89.0%, Denmark 4.0%, Poland 1.0%, Germany 1.0%, France 1.0%	2021-01-01	7636	83930	Alias of B.1.617.2.4.2, predominantly UK lineage, from pango-designation issue #223	-
AY.4.2.1	United Kingdom 94.0%, Germany 1.0%, Bulgaria 1.0%, Poland 1.0%, Canada 1.0%	2020-12-21	1289	18364	Alias of B.1.617.2.4.2.1, predominantly UK lineage, from pango-designation issue #248	-
AY.4.2.2	United Kingdom 97.0%, Ireland 1.0%, Germany 0.0%, Sweden 0.0%, France 0.0%	2021-04-12	3241	28264	Alias of B.1.617.2.4.2.2, UK lineage, from pango-designation issue #249	-
AY.4.2.3	United Kingdom 28.0%, Germany 20.0%, Denmark 8.0%, Italy 8.0%, Poland 6.0%	2021-03-15	1237	7158	Alias of B.1.617.2.4.2.3, European lineage, from pango-designation issue #356	-
AY.4.2.4	United States of America 31.0%, Italy 27.0%, United Kingdom 16.0%, Belgium 7.0%, Germany 6.0%	2021-04-28	114	1063	Alias of B.1.617.2.4.2.4, European lineage	-
AY.4.3	Norway 20.0%, Ireland 13.0%, Germany 12.0%, Bulgaria 11.0%, Switzerland 10.0%	2021-06-25	425	2053	Alias of B.1.617.2.4.3, lineage in several countries, from pango-designation issue #222	-
AY.4.4	Bulgaria 31.0%, Germany 23.0%, United Kingdom 13.0%, Denmark 5.0%, Slovakia 4.0%	2021-03-09	1093	3590	Alias of B.1.617.2.4.4, lineage in several European countries, from pango-designation issue #237	-
AY.4.5	Lithuania 63.0%, Denmark 7.0%, United Kingdom 7.0%, Sweden 4.0%, Germany 4.0%	2021-01-11	3767	15892	Alias of B.1.617.2.4.5, predominantly Lithuania lineage, from pango-designation issue #241	-
AY.4.6	Denmark 67.0%, United Kingdom 19.0%, Germany 5.0%, Netherlands 1.0%, Czech_Republic 1.0%	2021-01-27	7486	16601	Alias of B.1.617.2.4.6, European lineage, from pango-designation issue #264	-
AY.4.7	Netherlands 18.0%, Germany 18.0%, Aruba 12.0%, United Kingdom 8.0%, Denmark 8.0%	2021-03-07	2708	4206	Alias of B.1.617.2.4.7, lineage in Aruba and other countries, from pango-designation issue #291	-
AY.4.8	United Kingdom 93.0%, Sweden 2.0%, Poland 1.0%, Belgium 1.0%, Germany 1.0%	2021-05-21	1253	4591	Alias of B.1.617.2.4.8, UK lineage, from pango-designation issue #304	-
AY.4.9	United Kingdom 20.0%, Germany 20.0%, Switzerland 11.0%, Italy 9.0%, France 9.0%	2021-01-15	614	2698	Alias of B.1.617.2.4.9, European lineage, from pango-designation issue #332	-
AY.4.10	Denmark 54.0%, United Kingdom 26.0%, Ireland 12.0%, Germany 2.0%, Sweden 1.0%	2021-06-05	642	1860	Alias of B.1.617.2.4.10, European lineage, from pango-designation issue #332	-
AY.4.11	United Kingdom 49.0%, Poland 23.0%, Germany 15.0%, Belgium 4.0%, Sweden 1.0%	2021-06-17	816	2129	Alias of B.1.617.2.4.11, European lineage	-
AY.4.12	Canada 95.0%, United Kingdom 5.0%, United States of America 0.0%	2021-07-26	605	641	Alias of B.1.617.2.4.12, Canada lineage	-
AY.4.13	-	-	392	0	Alias of B.1.617.2.4.13, European lineage	-
AY.4.14	-	-	768	0	Alias of B.1.617.2.4.14, lineage in Denmark and other countries	-
AY.4.15	-	-	1343	0	Alias of B.1.617.2.4.15, Denmark lineage	-
AY.4.16	-	-	170	0	Alias of B.1.617.2.4.16, Gibraltar lineage	-
AY.4.17	-	-	147	0	Alias of B.1.617.2.4.17, Lithuania lineage	-
AY.5	United Kingdom 70.0%, Portugal 5.0%, United States of America 4.0%, Ireland 3.0%, France 3.0%	2020-11-15	2812	55365	Alias of B.1.617.2.5, UK lineage, from pango-designation issue #180	-
AY.5.1	Portugal 65.0%, Spain 14.0%, France 10.0%, Germany 4.0%, Brazil 3.0%	2021-06-03	140	259	Alias of B.1.617.2.5.1, Portugal lineage	-
AY.5.2	Belgium 43.0%, Portugal 38.0%, United Kingdom 6.0%, France 3.0%, Netherlands 2.0%	2021-05-31	182	492	Alias of B.1.617.2.5.2, Portugal lineage	-
AY.5.3	United States of America 95.0%, Denmark 1.0%, Germany 1.0%, United Kingdom 1.0%, India 0.0%	2021-02-11	445	2283	Alias of B.1.617.2.5.3, USA lineage	-
AY.5.4	France 24.0%, Belgium 13.0%, Germany 11.0%, Netherlands 8.0%, Poland 7.0%	2021-03-29	1064	4331	Alias of B.1.617.2.5.4, European lineage	-
AY.5.5	Spain 26.0%, United Kingdom 20.0%, Germany 14.0%, Sweden 9.0%, Ireland 6.0%	2021-06-02	382	632	Alias of B.1.617.2.5.5, European lineage, formally AY.97	-
AY.5.6	-	-	23	0	Alias of B.1.617.2.5.6, lineage in Saint Vincent and the Grenadines, Grenada and other countries	-
AY.6	United Kingdom 84.0%, Germany 3.0%, Ireland 2.0%, Italy 2.0%, Denmark 2.0%	2021-03-16	1215	27908	Alias of B.1.617.2.6, UK lineage, from pango-designation issue #180	-
AY.7	United Kingdom 94.0%, Ireland 2.0%, Germany 1.0%, Spain 1.0%, Italy 0.0%	2021-05-01	794	5144	Alias of B.1.617.2.7, UK lineage, from pango-designation issue #180	-
AY.7.1	Denmark 65.0%, Germany 16.0%, Switzerland 7.0%, Czech_Republic 4.0%, Sweden 2.0%	2021-02-09	4624	10486	Alias of B.1.617.2.7.1, Denmark lineage	-
AY.7.2	Italy 31.0%, Germany 15.0%, Greece 8.0%, France 8.0%, Slovenia 8.0%	2021-05-30	341	2041	Alias of B.1.617.2.7.2, predominantly Italy lineage in multiple other European countries	-
AY.8	United Kingdom 99.0%, India 0.0%, United States of America 0.0%, Belgium 0.0%, Denmark 0.0%	2021-04-20	703	1607	Alias of B.1.617.2.8, UK lineage, from pango-designation issue #180	-
AY.9	United Kingdom 76.0%, Greece 5.0%, Germany 5.0%, Netherlands 3.0%, Sweden 1.0%	2021-01-20	2836	14531	Alias of B.1.617.2.9, UK lineage, from pango-designation issue #180	-
AY.9.2	Turkey 17.0%, Germany 12.0%, Netherlands 12.0%, United Kingdom 7.0%, Denmark 6.0%	2021-01-07	20526	54235	Alias of B.1.617.2.9.2, European lineage	-
AY.9.2.1	Canada 100.0%	2021-07-27	447	130	Alias of B.1.617.2.9.2.1, Canada lineage	-
AY.9.2.2	Sweden 92.0%, Denmark 7.0%, Norway 1.0%, Germany 1.0%, France 0.0%	2021-08-18	772	1128	Alias of B.1.617.2.9.2.2, Sweden lineage, from pango-designation issue #284	-
AY.10	United Kingdom 68.0%, United States of America 11.0%, India 10.0%, Canada 8.0%, Germany 2.0%	2021-03-12	438	1788	Alias of B.1.617.2.10, UK lineage, from pango-designation issue #180	-
AY.11	United Kingdom 96.0%, India 2.0%, France 1.0%, Bahrain 1.0%, United States of America 0.0%	2021-04-03	522	703	Alias of B.1.617.2.11, UK lineage, from pango-designation issue #142	-
AY.13	United States of America 94.0%, Mexico 1.0%, India 1.0%, Kenya 0.0%, Switzerland 0.0%	2020-03-31	661	6499	Alias of B.1.617.2.13, USA lineage	-
AY.14	United States of America 96.0%, India 1.0%, Philippines 1.0%, Germany 0.0%, United Kingdom 0.0%	2021-02-10	109	12437	Alias of B.1.617.2.14, USA lineage	-
AY.15	Canada 51.0%, Germany 15.0%, United States of America 13.0%, India 5.0%, Mexico 2.0%	2021-04-13	94	738	Alias of B.1.617.2.15, Canada lineage	-
AY.16	India 32.0%, Kenya 26.0%, United States of America 22.0%, Denmark 6.0%, Germany 2.0%	2021-01-07	149	2774	Alias of B.1.617.2.16, lineage in Kenya and multiple other countries	-
AY.16.1	France 41.0%, Turkey 25.0%, Germany 9.0%, India 7.0%, Sweden 5.0%	2021-04-10	321	618	Alias of B.1.617.2.16.1, France lineage	-
AY.17	United Kingdom 73.0%, Ireland 26.0%, India 2.0%	2021-04-14	57	244	Alias of B.1.617.2.17, Ireland and Northern Ireland lineage	-
AY.18	Canada 99.0%, United States of America 1.0%	2021-05-11	101	111	Alias of B.1.617.2.18, Canada lineage	-
AY.19	South_Africa 33.0%, United States of America 24.0%, India 14.0%, Germany 7.0%, United Kingdom 5.0%	2021-03-21	87	493	Alias of B.1.617.2.19, South Africa lineage	-
AY.20	United States of America 58.0%, Mexico 33.0%, India 2.0%, Germany 1.0%, Colombia 1.0%	2021-01-14	2442	33568	Alias of B.1.617.2.20, USA and Mexico lineage	-
AY.20.1	Czech_Republic 78.0%, Slovakia 9.0%, Germany 5.0%, United Kingdom 3.0%, United States of America 2.0%	2021-08-20	80	278	Alias of B.1.617.2.20.1, Czech Republic lineage	-
AY.21	Italy 71.0%, Switzerland 9.0%, Germany 6.0%, Bulgaria 5.0%, United States of America 3.0%	2021-05-26	222	392	Alias of B.1.617.2.21, lineage predominantly in Italy and Switzerland	-
AY.22	Portugal 47.0%, Luxembourg 14.0%, Sweden 9.0%, France 7.0%, United Kingdom 5.0%	2021-05-28	158	575	Alias of B.1.617.2.22, predominantly Portugal lineage	-
AY.23	Indonesia 28.0%, Singapore 27.0%, Malaysia 13.0%, United States of America 6.0%, Papua_New_Guinea 4.0%	2020-03-12	3109	17884	Alias of B.1.617.2.23, predominantly Singapore and Indonesia lineage, from pango-designation issue #175	-
AY.23.1	Singapore 91.0%, India 2.0%, United Kingdom 2.0%, United States of America 1.0%, Indonesia 1.0%	2021-01-11	883	2537	Alias of B.1.617.2.23.1, Singapore lineage, from pango-designation issue #237	-
AY.23.2	Sweden 33.0%, Germany 31.0%, Denmark 8.0%, Netherlands 5.0%, Italy 4.0%	2021-01-09	286	331	Alias of B.1.617.2.23.2, European lineage, from pango-designation issue #265	-
AY.24	Indonesia 46.0%, Papua_New_Guinea 18.0%, United States of America 13.0%, Germany 4.0%, Japan 4.0%	2020-07-29	638	2958	Alias of B.1.617.2.24, predominantly Indonesia lineage, from pango-designation issue #175	-
AY.24.1	Brunei 94.0%, United States of America 3.0%, Netherlands 2.0%, Indonesia 0.0%, Germany 0.0%	2021-06-28	415	533	Alias of B.1.617.2.24.1, Brunei lineage	-
AY.25	United States of America 96.0%, Argentina 1.0%, Northern_Mariana_Islands 0.0%, Canada 0.0%, United Kingdom 0.0%	2020-07-21	3854	126166	Alias of B.1.617.2.25, USA lineage, from pango-designation issue #181	-
AY.25.1	United States of America 55.0%, Canada 39.0%, Chile 2.0%, Colombia 1.0%, United Kingdom 0.0%	2020-08-01	41309	125310	Alias of B.1.617.2.25.1, Canada and USA lineage, from pango-designation issue #313	-
AY.25.1.1	Peru 83.0%, United States of America 14.0%, Chile 2.0%, Colombia 1.0%, Switzerland 1.0%	2021-07-26	82	183	Alias of B.1.617.2.25.1.1, Peru lineage, from pango-designation issue #355	-
AY.25.1.2	-	-	291	0	Alias of B.1.617.2.25.1.2, Trinidad and Tobago lineage	-
AY.25.2	United States of America 68.0%, Argentina 31.0%, Chile 1.0%	2021-07-20	122	434	Alias of B.1.617.2.25.2, Argentina lineage	-
AY.25.3	United States of America 60.0%, Canada 28.0%, India 3.0%, United Kingdom 1.0%, Argentina 1.0%	2021-01-01	2326	4149	Alias of B.1.617.2.25.3, Canada and USA lineage	-
AY.26	United States of America 80.0%, Mexico 12.0%, Philippines 2.0%, India 1.0%, Brazil 1.0%	2020-12-07	5011	43888	Alias of B.1.617.2.26, USA and Mexico lineage, from pango-designation issue #188	-
AY.26.1	Peru 93.0%, United States of America 3.0%, Chile 1.0%, Luxembourg 1.0%, Spain 1.0%	2021-06-25	92	149	Alias of B.1.617.2.26.1, Peru lineage, from pango-designation issue #278	-
AY.27	Canada 99.0%, United States of America 1.0%, India 0.0%, Lithuania 0.0%, United Kingdom 0.0%	2021-04-09	1092	20596	Alias of B.1.617.2.27, Canada lineage, from pango-designation issue #196	-
AY.28	Sri_Lanka 79.0%, United States of America 7.0%, India 2.0%, Japan 2.0%, United Kingdom 1.0%	2021-04-09	108	760	Alias of B.1.617.2.28, Sri Lanka lineage, from pango-designation issue #199	-
AY.29	Japan 100.0%, United States of America 0.0%, United Kingdom 0.0%, Sweden 0.0%, Germany 0.0%	2021-01-26	808	85806	Alias of B.1.617.2.29, Japan lineage, from pango-designation issue #208	-
AY.29.1	Japan 100.0%, United States of America 0.0%, United Kingdom 0.0%	2021-07-02	1875	5089	Alias of B.1.617.2.29.1, Japan lineage, from pango-designation issue #224	-
AY.30	Thailand 71.0%, Cambodia 21.0%, United States of America 3.0%, United Kingdom 1.0%, Australia 1.0%	2021-04-06	525	3331	Alias of B.1.617.2.30, Thailand and Cambodia lineage, from pango-designation issue #207	-
AY.31	South_Korea 33.0%, Singapore 24.0%, Thailand 12.0%, Philippines 9.0%, Japan 9.0%	2021-06-30	27	33	Alias of B.1.617.2.31, lineage associated with Myanmar. At the time of designation, almost all sequences in this lineage were from Myanmar or had travel history from Myanmar, from pango-designation issue #206	-
AY.32	South_Africa 52.0%, United States of America 12.0%, Germany 10.0%, India 4.0%, United Kingdom 3.0%	2021-04-16	354	2440	Alias of B.1.617.2.32, South Africa lineage, from pango-designation issue #209	-
AY.33	Denmark 18.0%, Germany 18.0%, Sweden 10.0%, Belgium 8.0%, France 7.0%	2021-01-11	5633	21421	Alias of B.1.617.2.33, Lineage circulating mostly in Belgium, Denmark, France, Netherlands, Germany, from pango-designation issues #215 and #219	-
AY.33.1	Reunion 87.0%, France 7.0%, United Kingdom 1.0%, United States of America 1.0%, India 1.0%	2021-05-04	45	475	Alias of B.1.617.2.33.1, Reunion and France lineage, from pango-designation issue #370	-
AY.34	United Kingdom 20.0%, France 18.0%, Germany 14.0%, United States of America 10.0%, Spain 4.0%	2020-11-18	1689	10499	Alias of B.1.617.2.34, lineage with spike Q677H circulating in multiple countries, from pango-designation issue #217	-
AY.34.1	United Kingdom 23.0%, United States of America 16.0%, France 14.0%, Germany 8.0%, Belgium 8.0%	2020-04-01	2136	6832	Alias of B.1.617.2.34.1, lineage in multiple countries including Gambia, Senegal, Benin and Mali, from pango-designation issue #255	-
AY.34.1.1	Brazil 85.0%, Chile 10.0%, United States of America 2.0%, Japan 1.0%, Italy 0.0%	2021-06-20	874	1921	Alias of B.1.617.2.34.1.1, Brazil and Chile lineage	-
AY.34.2	Martinique 45.0%, United Kingdom 22.0%, France 11.0%, Ireland 10.0%, Germany 5.0%	2021-07-13	573	1277	Alias of B.1.617.2.34.2, lineage in multiple countries including Martinique, from pango-designation issue #269	-
AY.35	United States of America 88.0%, Colombia 2.0%, Turkey 2.0%, India 2.0%, Dominican_Republic 2.0%	2021-01-11	574	1699	Alias of B.1.617.2.35, lineage with spike E484Q circulating in USA, from pango-designation issue #217	-
AY.36	United Kingdom 23.0%, Germany 19.0%, Denmark 15.0%, Nigeria 9.0%, United States of America 7.0%	2020-09-16	1090	14010	Alias of B.1.617.2.36, lineage predominantly in Nigeria, UK and USA, from pango-designation issue #225	-
